# BEADS_RUST conformance cases: name<TAB>argv (JSON string array)
# Every case runs in the ws-run sandbox (scripts/ws-run.sh --help): a fresh workspace at /mnt/proj, a pinned
# instant, a cleared environment. Leading pseudo-arguments select the inputs:
#   @fx=<name>    goldens/fixtures/<name>.jsonl becomes .beads/issues.jsonl (default: empty; `none` = no .beads at all)
#   @time=<UTC>   the pinned instant (default 2026-01-02 03:04:05)
#   @scn=<name>   a multi-step scenario, goldens/scenarios/<name>.scn
# When a run changes the store, `--- .beads/issues.jsonl ---` (and last-touched) follow the command's stdout.
# Capture:  scripts/golden-capture.sh goldens/cases.tsv goldens --timeout 60 -- scripts/ws-run.sh --oracle br --no-db ::
# Floor:    scripts/floor.sh goldens/cases.tsv goldens --repeat 3 -- scripts/ws-run.sh --oracle br --no-db ::
# Check:    LANE_WRAP=scripts/ws-run.sh scripts/lanes.sh goldens/cases.tsv goldens "$PWD/port/main.bend"
usage_none	[]
dep_cycles_closed_only	["@fx=cycle_closed_only", "dep", "cycles"]
dep_cycles_closed_only_blocking	["@fx=cycle_closed_only", "dep", "cycles", "--blocking-only"]
dep_cycles_closed_only_include	["@fx=cycle_closed_only", "dep", "cycles", "--include-closed"]
dep_cycles_tombstone_json	["@fx=cycle_tombstone", "dep", "cycles", "--json", "--include-closed"]
dep_cycles_half_closed	["@fx=cycle_half_closed", "dep", "cycles"]
dep_cycles_parent_child_json	["@fx=cycle_parent_child", "dep", "cycles", "--json"]
dep_cycles_related_ignored	["@fx=cycle_related_ignored", "dep", "cycles"]
dep_cycles_blocking_family	["@fx=cycle_blocking_family", "dep", "cycles"]
dep_cycles_dangling	["@fx=cycle_dangling", "dep", "cycles"]
dep_cycles_order_json	["@fx=cycle_order", "dep", "cycles", "--json"]
dep_cycles_none_include_json	["@fx=basic", "dep", "cycles", "--json", "--include-closed"]
ready_cycle	["@fx=cycle_three", "ready"]
blocked_cycle_json	["@fx=cycle_three", "blocked", "--json"]
dep_tree_cycle	["@fx=cycle_three", "dep", "tree", "proj-a1"]
show_cycle	["@fx=cycle_three", "show", "proj-a1"]
stats_cycle_json	["@fx=cycle_three", "stats", "--json"]
# OQ-023 (2026-09-24): the .beads/redirect file (the sidecar fixture <name>.redirect)
redirect_self_where	["@fx=redirect_self", "where"]
redirect_blank_count	["@fx=redirect_blank", "count"]
redirect_missing_count	["@fx=redirect_missing", "count"]
redirect_missing_json	["@fx=redirect_missing", "count", "--json"]
redirect_missing_create	["@fx=redirect_missing", "create", "X"]
redirect_missing_version	["@fx=redirect_missing", "version"]
redirect_missing_beads_dir	["@fx=redirect_missing", "@env=BEADS_DIR=/mnt/proj/.beads", "count"]
redirect_missing_beads_dir_json	["@fx=redirect_missing", "@env=BEADS_DIR=/mnt/proj/.beads", "count", "--json"]
redirect_relative_where	["@fx=redirect_relative", "where"]
redirect_parent_rel_where_json	["@fx=redirect_parent_rel", "where", "--json"]
redirect_parent_rel_list	["@fx=redirect_parent_rel", "list"]
redirect_padded_where	["@fx=redirect_padded", "where"]
redirect_oversize_where	["@fx=redirect_oversize", "where"]
redirect_oversize_json	["@fx=redirect_oversize", "where", "--json"]
redirect_oversize_beads_dir	["@fx=redirect_oversize", "@env=BEADS_DIR=/mnt/proj/.beads", "where"]
# OQ-106 (2026-09-24): a similarity of exactly 0.7, which binary64 rounds above
usage_enum_tie_similar	["count", "--by", "staqq"]
usage_enum_tie_similar_label	["count", "--by", "labxyz"]
# OQ-012 (2026-09-24): arguments that are not valid UTF-8 (a lone \udcXX in the argv is the byte XX)
usage_non_utf8_arg	["\udcff"]
usage_non_utf8_value	["list", "--status", "\udcff"]
usage_non_utf8_attached	["list", "--status=\udcff"]
usage_non_utf8_global	["--actor", "a\udcff", "list"]
usage_non_utf8_positional	["dep", "add", "a", "\udcff"]
usage_non_utf8_flag	["list", "--fo\udcff"]
usage_non_utf8_sub	["dep", "\udcff"]
usage_non_utf8_help	["list", "--help", "\udcff"]
usage_non_utf8_truncated	["@fx=basic", "show", "x\udce2\udc82y"]
# bb-04n (2026-09-24): serde_json's order on a store line: member type errors, then missing members at `}`, then trailing characters
error_jsonl_missing_then_trailing	["@fx=jsonl_missing_then_trailing", "count"]
error_jsonl_missing_at_close	["@fx=jsonl_missing_at_close", "count"]
error_jsonl_type_then_trailing	["@fx=jsonl_type_then_trailing", "count"]
error_jsonl_type_then_missing	["@fx=jsonl_type_then_missing", "count", "--json"]
# round 15 (non-author, 2026-09-25): 157 cases over multi-id mutations, labels, comments, filters and create/q options
r15_close_three_json	["@fx=basic", "close", "proj-mta", "proj-5u2", "proj-b75", "--json"]
r15_close_valid_and_missing	["@fx=basic", "close", "proj-mta", "proj-zzz"]
r15_close_valid_and_missing_json	["@fx=basic", "close", "proj-mta", "proj-zzz", "--json"]
r15_close_missing_then_valid	["@fx=basic", "close", "proj-zzz", "proj-mta"]
r15_close_closed_and_open_json	["@fx=basic", "close", "proj-mkh", "proj-mta", "--json"]
r15_close_blocked_and_free	["@fx=basic", "close", "proj-170", "proj-5u2"]
r15_close_blocked_and_free_json	["@fx=basic", "close", "proj-170", "proj-5u2", "--json"]
r15_close_blocker_then_blocked	["@fx=basic", "close", "proj-mta", "proj-170"]
r15_close_blocked_then_blocker	["@fx=basic", "close", "proj-170", "proj-mta"]
r15_close_dup_id	["@fx=basic", "close", "proj-mta", "proj-mta"]
r15_close_dup_id_json	["@fx=basic", "close", "proj-mta", "mta", "--json"]
r15_close_ambig_and_valid	["@fx=basic", "close", "proj-5u2", "m"]
r15_close_deferred_json	["@fx=basic", "close", "proj-7vm", "--json"]
r15_close_two_reason_quiet	["@fx=basic", "close", "proj-mta", "proj-b75", "-r", "Done both", "--quiet"]
r15_close_suggest_next_two	["@fx=basic", "close", "proj-mta", "proj-5u2", "--suggest-next"]
r15_reopen_two_json	["@fx=basic", "reopen", "proj-mkh", "proj-mta", "--json"]
r15_reopen_two_plain	["@fx=basic", "reopen", "proj-mta", "proj-mkh"]
r15_reopen_missing_and_closed	["@fx=basic", "reopen", "proj-zzz", "proj-mkh"]
r15_reopen_deferred	["@fx=basic", "reopen", "proj-7vm", "--json"]
r15_defer_two_json	["@fx=basic", "defer", "proj-mta", "proj-5u2", "--until", "2026-02-01", "--json"]
r15_defer_closed	["@fx=basic", "defer", "proj-mkh", "--until", "2026-02-01"]
r15_defer_closed_json	["@fx=basic", "defer", "proj-mkh", "--until", "2026-02-01", "--json"]
r15_defer_already_deferred	["@fx=basic", "defer", "proj-7vm", "--until", "2026-05-05", "--json"]
r15_defer_missing_and_valid	["@fx=basic", "defer", "proj-mta", "proj-zzz", "--until", "+2d"]
r15_defer_until_past	["@fx=basic", "defer", "proj-mta", "--until", "2025-01-01", "--json"]
r15_defer_relative_week	["@fx=basic", "@time=2026-03-15 12:00:00", "defer", "proj-mta", "--until", "+1w", "--json"]
r15_defer_tomorrow	["@fx=basic", "defer", "proj-mta", "--until", "tomorrow", "--json"]
r15_undefer_two	["@fx=basic", "undefer", "proj-7vm", "proj-mta"]
r15_undefer_two_json	["@fx=basic", "undefer", "proj-7vm", "proj-mta", "--json"]
r15_undefer_missing	["@fx=basic", "undefer", "proj-zzz", "--json"]
r15_undefer_closed	["@fx=basic", "undefer", "proj-mkh"]
r15_delete_two	["@fx=basic", "delete", "proj-5u2", "proj-b75"]
r15_delete_two_json	["@fx=basic", "delete", "proj-5u2", "proj-b75", "--json"]
r15_delete_valid_missing	["@fx=basic", "delete", "proj-5u2", "proj-zzz"]
r15_delete_valid_missing_json	["@fx=basic", "delete", "proj-5u2", "proj-zzz", "--json"]
r15_delete_blocker_and_blocked	["@fx=basic", "delete", "proj-mta", "proj-170"]
r15_delete_blocker_and_blocked_json	["@fx=basic", "delete", "proj-mta", "proj-170", "--json"]
r15_delete_closed_dry	["@fx=basic", "delete", "proj-mkh", "proj-7vm", "--dry-run", "--json"]
r15_delete_epic	["@fx=basic", "delete", "proj-uly"]
r15_delete_epic_force_json	["@fx=basic", "delete", "proj-uly", "--force", "--json"]
r15_update_three_status_json	["@fx=basic", "update", "proj-mta", "proj-5u2", "proj-b75", "--status", "blocked", "--json"]
r15_update_valid_missing	["@fx=basic", "update", "proj-mta", "proj-zzz", "-p", "3"]
r15_update_valid_missing_json	["@fx=basic", "update", "proj-mta", "proj-zzz", "-p", "3", "--json"]
r15_update_two_close_json	["@fx=basic", "update", "proj-mta", "proj-mkh", "--status", "closed", "--json"]
r15_update_two_claim	["@fx=basic", "update", "proj-mta", "proj-5u2", "--claim"]
r15_update_claim_owned	["@fx=basic", "update", "proj-ptp", "--claim", "--json"]
r15_update_two_labels_json	["@fx=basic", "update", "proj-mta", "proj-170", "--add-label", "x", "--remove-label", "backend", "--json"]
r15_update_reopen_status	["@fx=basic", "update", "proj-mkh", "--status", "open", "--json"]
r15_update_type_prio_word	["@fx=basic", "update", "proj-mta", "--type", "bug", "-p", "P0", "--json"]
r15_update_due_rel	["@fx=basic", "update", "proj-mta", "--due", "+3d", "--json"]
r15_update_defer_rel	["@fx=basic", "update", "proj-mta", "--defer", "+2h", "--json"]
r15_update_nothing	["@fx=basic", "update", "proj-mta"]
r15_update_nothing_json	["@fx=basic", "update", "proj-mta", "--json"]
r15_update_estimate	["@fx=basic", "update", "proj-mta", "--estimate", "90", "--json"]
r15_label_add_upper	["@fx=basic", "label", "add", "proj-ptp", "URGENT", "--json"]
r15_label_add_colon	["@fx=basic", "label", "add", "proj-ptp", "area:ui", "--json"]
r15_label_add_dup_args	["@fx=basic", "label", "add", "proj-ptp", "x", "x", "--json"]
r15_label_add_dup_args_plain	["@fx=basic", "label", "add", "proj-ptp", "x", "x"]
r15_label_add_two_issues_one_has	["@fx=basic", "label", "add", "proj-mta", "proj-170", "db"]
r15_label_add_two_issues_one_has_json	["@fx=basic", "label", "add", "proj-mta", "proj-170", "db", "--json"]
r15_label_add_dash	["@fx=basic", "label", "add", "proj-ptp", "a-b_c.d", "--json"]
r15_label_add_unicode	["@fx=basic", "label", "add", "proj-ptp", "café"]
r15_label_add_space_trim	["@fx=basic", "label", "add", "proj-ptp", " pad "]
r15_label_add_closed	["@fx=basic", "label", "add", "proj-mkh", "late", "--json"]
r15_label_remove_two_issues	["@fx=basic", "label", "remove", "proj-mta", "proj-170", "backend", "--json"]
r15_label_remove_mixed_has	["@fx=basic", "label", "remove", "proj-mta", "proj-5u2", "db"]
r15_label_remove_quiet	["@fx=basic", "label", "remove", "proj-mta", "db", "--quiet"]
r15_label_rename_to_invalid	["@fx=basic", "label", "rename", "backend", "bad name"]
r15_label_rename_upper	["@fx=basic", "label", "rename", "backend", "Backend", "--json"]
r15_label_rename_quiet	["@fx=basic", "label", "rename", "backend", "srv", "--quiet"]
r15_label_list_all_large	["@fx=large", "label", "list-all"]
r15_label_list_all_large_json	["@fx=large", "label", "list-all", "--json"]
r15_label_list_dup_precision	["@fx=precision", "label", "list", "proj-aaf", "--json"]
r15_label_list_dup_precision_plain	["@fx=precision", "label", "list", "proj-aaf"]
r15_label_list_all_precision	["@fx=precision", "label", "list-all", "--json"]
r15_label_list_noarg	["@fx=basic", "label", "list"]
r15_label_list_noarg_json	["@fx=basic", "label", "list", "--json"]
r15_label_list_missing	["@fx=basic", "label", "list", "proj-zzz", "--json"]
r15_label_list_all_empty	["label", "list-all"]
r15_label_list_all_empty_json	["label", "list-all", "--json"]
r15_label_remove_precision_dup	["@fx=precision", "label", "remove", "proj-aaf", "alpha", "--json"]
r15_comments_add_unicode	["@fx=basic", "comments", "add", "proj-mta", "héllo — “wörld” 🎉", "--json"]
r15_comments_add_spaces	["@fx=basic", "comments", "add", "proj-mta", "  padded text  ", "--json"]
r15_comments_add_spaces_plain	["@fx=basic", "comments", "add", "proj-mta", "  padded text  "]
r15_comments_add_whitespace_only	["@fx=basic", "comments", "add", "proj-mta", "   "]
r15_comments_add_newline	["@fx=basic", "comments", "add", "proj-mta", "line1\nline2", "--json"]
r15_comments_add_tab	["@fx=basic", "comments", "add", "proj-mta", "a\tb\\c\"d", "--json"]
r15_comments_add_long	["@fx=basic", "comments", "add", "proj-mta", "xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx"]
r15_comments_add_closed	["@fx=basic", "comments", "add", "proj-mkh", "after close", "--json"]
r15_comments_add_tomb	["@fx=n163_tomb", "comments", "add", "proj-zzz", "hi"]
r15_comments_add_author_empty	["@fx=basic", "comments", "add", "proj-mta", "--author", "", "-m", "x", "--json"]
r15_comments_add_author_unicode	["@fx=basic", "comments", "add", "proj-mta", "--author", "zoë", "-m", "x"]
r15_comments_add_partial_id	["@fx=basic", "comments", "add", "mta", "partial", "--json"]
r15_comments_add_ambig	["@fx=basic", "comments", "add", "m", "hi"]
r15_comments_list_missing	["@fx=basic", "comments", "list", "proj-zzz"]
r15_comments_list_missing_json	["@fx=basic", "comments", "list", "proj-zzz", "--json"]
r15_comments_list_partial	["@fx=basic", "comments", "list", "ptp"]
r15_comments_list_empty_json	["@fx=basic", "comments", "list", "proj-mta", "--json"]
r15_comments_bare_id	["@fx=basic", "comments", "proj-ptp"]
r15_comments_add_dash_msg	["@fx=basic", "comments", "add", "proj-mta", "-m", "--weird", "--json"]
r15_comments_list_unicode	["@fx=unicode_desc", "comments", "list", "--json"]
r15_list_label_repeat	["@fx=basic", "list", "--label", "backend", "--label", "db", "--json"]
r15_list_label_repeat_none	["@fx=basic", "list", "--label", "backend", "--label", "auth", "--label", "db"]
r15_list_label_any_two	["@fx=basic", "list", "--label-any", "auth", "--label-any", "db"]
r15_list_label_and_any	["@fx=basic", "list", "--label", "backend", "--label-any", "auth"]
r15_list_prio_range	["@fx=basic", "list", "--priority-min", "1", "--priority-max", "2", "--json"]
r15_list_prio_inverted	["@fx=basic", "list", "--priority-min", "3", "--priority-max", "1"]
r15_list_assignee_unassigned	["@fx=basic", "list", "--assignee", "alice", "--unassigned"]
r15_list_unassigned_all	["@fx=basic", "list", "--unassigned", "--all"]
r15_list_sort_title_reverse	["@fx=basic", "list", "--sort", "title", "--reverse"]
r15_list_sort_created_reverse_json	["@fx=basic", "list", "--sort", "created", "--reverse", "--json"]
r15_list_sort_priority_reverse_all	["@fx=basic", "list", "--sort", "priority", "--reverse", "--all"]
r15_list_limit0_large	["@fx=large", "list", "--limit", "0", "--json"]
r15_list_limit0_label_large	["@fx=large", "count", "--label", "auth"]
r15_list_long_all	["@fx=basic", "list", "--long", "--all"]
r15_list_long_label	["@fx=basic", "list", "--long", "--label", "backend"]
r15_list_large_label_limit	["@fx=large", "list", "--label", "db", "--limit", "3", "--sort", "title"]
r15_list_parents_sort_id_rev	["@fx=parents", "list", "--sort", "id", "--reverse"]
r15_list_hier_status	["@fx=hierarchy", "list", "--status", "in_progress", "--json"]
r15_list_precision_sort_title	["@fx=precision", "list", "--sort", "title"]
r15_list_precision_label	["@fx=precision", "list", "--label", "alpha", "--json"]
r15_list_type_multi	["@fx=basic", "list", "--type", "task", "--type", "bug"]
r15_list_status_multi_all	["@fx=basic", "list", "--status", "closed", "--status", "deferred"]
r15_list_prio_word	["@fx=basic", "list", "--priority-max", "P1"]
r15_search_label	["@fx=basic", "search", "auth", "--label", "backend"]
r15_search_status_json	["@fx=basic", "search", "e", "--status", "open", "--limit", "2", "--json"]
r15_search_prio	["@fx=basic", "search", "a", "--priority-min", "2", "--sort", "priority"]
r15_search_assignee	["@fx=basic", "search", "a", "--assignee", "bob"]
r15_search_all_closed	["@fx=basic", "search", "finished", "--all"]
r15_count_label_any	["@fx=basic", "count", "--label-any", "db", "--label-any", "auth"]
r15_count_by_label_all	["@fx=basic", "count", "--by-label", "--all", "--json"]
r15_count_prio_range_by_type	["@fx=basic", "count", "--priority-min", "1", "--priority-max", "2", "--by-type"]
r15_count_unassigned_json	["@fx=basic", "count", "--unassigned", "--json"]
r15_count_large_by_assignee	["@fx=large", "count", "--by-assignee"]
r15_q_type_labels	["q", "Typed", "--type", "bug", "--labels", "a,b"]
r15_q_prio_word	["q", "Word prio", "-p", "P1"]
r15_q_prio_word_lower	["q", "Word prio", "-p", "high"]
r15_q_json	["q", "Q json", "--json"]
r15_q_parent	["@fx=basic", "q", "Child q", "--parent", "proj-uly"]
r15_q_multiword	["q", "many", "words", "here"]
r15_create_prio_word	["create", "Pword", "-p", "P3", "--json"]
r15_create_prio_word_bad	["create", "Pword", "-p", "urgent"]
r15_create_labels_repeat	["create", "L", "-l", "b", "-l", "a,b", "--json"]
r15_create_labels_bad	["create", "L", "--labels", "ok,bad label"]
r15_create_due_rel	["@time=2026-04-10 08:00:00", "create", "D", "--due", "+2d", "--json"]
r15_create_defer_rel	["@time=2026-04-10 08:00:00", "create", "D", "--defer", "+1w", "--json"]
r15_create_due_date	["create", "D", "--due", "2026-12-31", "--json"]
r15_create_due_bad	["create", "D", "--due", "someday"]
r15_create_parent_silent	["@fx=basic", "create", "Kid", "--parent", "proj-uly", "--silent"]
r15_create_parent_quiet	["@fx=basic", "create", "Kid", "--parent", "proj-uly", "--quiet"]
r15_create_parent_missing	["@fx=basic", "create", "Kid", "--parent", "proj-zzz"]
r15_create_parent_closed	["@fx=basic", "create", "Kid", "--parent", "proj-mkh", "--json"]
r15_create_parent_grand	["@fx=parents", "create", "Kid", "--parent", "proj-9vo.1.1", "--json"]
r15_create_type_epic_assignee	["create", "E", "-t", "epic", "--assignee", "zed", "--json"]
r15_create_type_bad	["create", "E", "-t", "story"]
r15_create_estimate	["create", "E", "--estimate", "30", "--json"]
r15_create_status_deferred	["create", "E", "--status", "deferred"]
# round 15 repairs (2026-09-25): duplicate ids in an atomic batch, the claim's checks, `label list` without an issue
error_close_dup_after_skip	["@fx=basic", "close", "proj-mkh", "proj-mta", "proj-mta"]
error_close_dup_first_repeat	["@fx=basic", "close", "proj-uly", "proj-mta", "proj-mta", "proj-uly"]
close_dup_both_skipped	["@fx=basic", "close", "proj-mkh", "proj-mkh"]
error_reopen_dup_ids	["@fx=basic", "reopen", "proj-mta", "proj-mkh", "proj-mkh"]
